destination,name,area,subarea,boulder,grade,stars,FA,FA_year,style_icon_1,style_icon_2,style_icon_3,style_icon_4,description
Squamish,Follow Your Ghost,Grand Wall,Animal Magnetism,Mezzanine,V5,1,Jack Fieldhouse,2000,crimpy,dangerous,,,This problem is on a wide boulder visible on the left while hiking to Animal Magnetism. Start matched on a low hold| just left of a drop-away pit. Climb the smooth face on edges above a poor landing.
Squamish,Mezzanine,Grand Wall,Animal Magnetism,Mezzanine,V7,3,Tristan Salson,2021,steep,sit-start,,,"This ""roof under a roof"" problem starts matched on the right side of a ramp where two boulders merge. Traverse sharply leftward using tricky toe hooks until it's possible to muscle up onto the slabby prow."
Squamish,Ol' Mule Heart,Grand Wall,Animal Magnetism,Ol' Mule Heart,V4,2,Curtis Suave,2018,steep,sit-start,,,This line is in an alcove right of the Mezzanine cave. Start seated as far under the roof as possible and then climb a steep fist crack out the right side.
Squamish,Shazam,Grand Wall,Animal Magnetism,Shazam,V4,3,Jack Fieldhouse,1998,sit-start,,,,Start seated and climb the short zigzag feature to a hard lip encounter. Being short helps.
Squamish,Butterfly Collar,Grand Wall,Animal Magnetism,Shazam,V2,1,Jack Fieldhouse,2000,,,,,Layback the arête on either side.
Squamish,Shiny Shoes,Grand Wall,Animal Magnetism,Shazam,V1,0,Jack Fieldhouse,2000,,,,,Climb the left side of the slab.
Squamish,Muscle Car,Grand Wall,Animal Magnetism,Shazam,V1,1,Jack Fieldhouse,2000,sit-start,,,,Start seated just left of the arête with left on a small edge and right on the arête.
Squamish,Hot Rod,Grand Wall,Animal Magnetism,Shazam,V2,2,Jack Fieldhouse,2000,sit-start,,,,Start seated matched on the fat sidepull. Pull to a crimpy sidepull| hit the lip and roll. Nice.
Squamish,Shanana Traverse,Grand Wall,Animal Magnetism,Shazam,V1,1,Jack Fieldhouse,2000,,,,,Traverse the lip from left to right.
Squamish,Pray for Mojo,Grand Wall,Animal Magnetism,Pray for Mojo,V9,4,Nathanael Amyot,2003,slopey,sit-start,,,Start seated below the left side of the face compressing a positive left sidepull and a small right edge flake. Gun for the rail and the lip and then execute a very intense topout| avoiding the other boulder.
Squamish,Silly Mantel,Grand Wall,Animal Magnetism,Silly Mantel,V4,0,Andrew Boyd,2005,,,,,Grab the lip of the overhanging face just left of the Dream Boy arête and mantel.
Squamish,Dream Boy,Grand Wall,Animal Magnetism,Animal Magnetism,V1,1,Doug McGhee & Peter Michaux,1996,dangerous,,,,Start on the left side of the arête using a left sidepull and a right sloper. Climb the arête past a wild pocket to a high shelf and a step-off finish onto the Mean Boy boulder. Sink Hole (V6| FA: Andrew Boyd 2005) is the low start to this line. It starts seated using small edges on the lip of the roof.
Squamish,Mean Boy,Grand Wall,Animal Magnetism,Mean Boy,V0+,1,,,sit-start,,,,Start seated matched on a left-facing sidepull. Climb the short| uninspiring prow opposite Dream Boy.
Squamish,Animal Magnetism,Grand Wall,Animal Magnetism,Animal Magnetism,V7,3,Jason Kehl,2005,crimpy,dangerous,,,This tall face with a gnarly landing was established as a 5.13a sport climb long before crashpads were a thing. Today| it's a committing highball with a shoulder-wrenching crux. Bring lots of pads!
Squamish,Sit Down to Holm Boy,Grand Wall,Animal Magnetism,Animal Magnetism,V6,4,Stu Worrall,1997,sit-start,,,,Start seated at the right end of the ramp using a good sidepull. Follow the ramp leftward fidgeting with a variety of technical slopers and heel-hooks along the way. The only downside is the pesky boulder at your back. Holm Boy (V0| FA: Kris Holm 1996)| the original line| started standing with holds at the ramp's top.
Squamish,Holm Slice,Grand Wall,Animal Magnetism,Animal Magnetism,V6,3,Frank Nardi,2019,powerful,sit-start,,,Start seated on the block beneath Sit Down to Holm Boy matched on the best diagonal edge. Pull up and right to latch the Sit Down to Holm Boy ramp and then finish on that problem. Simple| yet good.
Squamish,Stand Up to Sit Down,Grand Wall,Animal Magnetism,Animal Magnetism,V7,3,Tyrone Brett,2004,powerful,pumpy,,,This novelty problem starts standing under the boulder matched in a two-handed slot. Work your way through a tight gap to| believe it or not| the start of Sit Down to Holm Boy. Finish up that problem with an added pump. The concept of this climb is unique| but most tall climbers will find it very awkward.
Squamish,Tim's Face,Grand Wall,Animal Magnetism,Animal Magnetism,V11,3,Tim Doyle,2002,crimpy,sit-start,,,From the start of Sit Down to Holm Boy| crimp up the face on the right to a huge jug at the lip. Super thin! Stand Up to Tim’s Face (hard V11| FA: Simon Parton 2009) links Stand Up to Sit Down into this line.
Squamish,Square Cut,Grand Wall,Animal Magnetism,Animal Magnetism,V2,3,Nick Gibbs,1996,,,,,Start on a small| square jug in the overhang right of Sit Down to Holm Boy. A good warm-up.
Squamish,Square Cut Traverse,Grand Wall,Animal Magnetism,Animal Magnetism,V2,2,Nick Gibbs,1999,,,,,Climb Square Cut and then traverse the lip leftward to the top of Sit Down to Holm Boy.
Squamish,Square Cut Low,Grand Wall,Animal Magnetism,Animal Magnetism,V7,2,Nick Gibbs,1999,powerful,sit-start,,,Start seated on a very sloping hold about 0.75 m below the Square Cut hold. A couple of desperate moves lead into Square Cut. Being tall might help.
Squamish,Square Mind,Grand Wall,Animal Magnetism,Animal Magnetism,V8,1,Jim Sandford,2003,powerful,,,,Start as for Square Cut| make an iron-cross move to Mindbender and finish up that problem.
Squamish,M3 CSL,Grand Wall,Animal Magnetism,Animal Magnetism,V10,3,Jim Sandford,2003,pumpy,powerful,,,Climb Square Mind to the lip| head right to the crux traverse on Golden Boy and| from that point| fire to the lip of Master Plan. Finish for that problem. 
Squamish,Mind-bender,Grand Wall,Animal Magnetism,Animal Magnetism,V7,4,Nick Gibbs,1996,powerful,,,,About 2 m right of Square Cut is a small| diagonal| edge in the overhang. Match this hold| paste your left foot on the ramp and fire straight up for slopers on the lip. Finish slightly left using a big sidepull.
Squamish,Mind-bender Low,Grand Wall,Animal Magnetism,Animal Magnetism,V9,4,Nick Gibbs,1999,powerful,,,,Start 0.3 m below the Mind-bender edge using a horrible| sloping shelf. Pulling off the ground is extremely difficult yet basic at the same time. Good luck.
Squamish,King Swing,Grand Wall,Animal Magnetism,Animal Magnetism,V8,3,Nick Gibbs,1996,powerful,,,,Start as for Mind-bender| but shoot right for a sloping hold on the lip. Use wicked body tension to match and move right along the lip to finish on Brain Squeeze. Tall folks can start with a foothold on the right| which better reflects the original V7 grade.
Squamish,King Swing Low,Grand Wall,Animal Magnetism,Animal Magnetism,V10,4,Nick Gibbs,1999,powerful,,,,Start on the sloping shelf of Mind-bender Low and climb into King Swing. The body tension required to move out right feels even gnarlier than before.
Squamish,The Number 19,Grand Wall,Animal Magnetism,Animal Magnetism,V9,2,Tim Doyle,2005,powerful,,,,Start with a small right-hand pinch just left of the Salad Shooter pinch and a left hold on the Mind-bender/King Swing Low shelf. Use a left heel-hook to reach way up to the King Swing hold on the upper lip.
Squamish,Brain Squeeze,Grand Wall,Animal Magnetism,Animal Magnetism,V2,2,Nick Gibbs,1996,,,,,Start with slopey edges on the lip and roll directly above. A bit sharp – Square Cut is more fun.
Squamish,Salad Shooter,Grand Wall,Animal Magnetism,Animal Magnetism,V10,3,Joel Ruscher,2002,powerful,,,,Directly below Brain Squeeze is a triangular pinch in the roof. Start with your left hand here and your right on a gnarly sloper. Make a long slap to the Golden Boy crimps and finish above. A beta intensive one-move-wonder that feels impossible until it doesn't.
Squamish,Golden Boy,Grand Wall,Animal Magnetism,Animal Magnetism,V7,5,Stu Worrall,1997,pumpy,crimpy,sit-start,,Start seated with square-cut jugs in the pit on the right side of the face. Traverse leftward using small edges in the overhang to the farthest left incut. Finish above this hold on slopers and a shelf. Very popular.
Squamish,Precious Boi,Grand Wall,Animal Magnetism,Animal Magnetism,V7,2,Cody Abercrombie,2018,sit-start,,,,This direct version of Golden Boy starts seated using a left crimp in a rock scar and a small right sidepull just above. Take the line of least resistance into Golden Boy and finish by climbing through the crux of that problem. Dab Rock Memorial Boulder Problem (V7) starts the same way| but finishes as for Master Plan.
Squamish,Tension Extension,Grand Wall,Animal Magnetism,Animal Magnetism,V9,4,Nick Gibbs,1999,pumpy,sit-start,,,This stamina festival starts with Golden Boy but continues across the lip to finish at the very top of Holm Boy. All the big horizontal shelves are off route| but the big sidepull on the lip above Mind-bender is in. A shorter version| The Hummer Traverse (V7)| starts on the crimps at the end of the Golden Boy traverse and finishes by dropping off a large| incut flake 2 m left of Square Cut.
Squamish,Master Plan,Grand Wall,Animal Magnetism,Animal Magnetism,V7,3,Nick Gibbs,1999,sit-start,,,,Start as for Golden Boy and traverse left to the first incut edge in the overhang. Instead of continuing left| crank straight up to the sloping lip and traverse back right to the small dihedral just left of The Proposal.
Squamish,The Proposal,Grand Wall,Animal Magnetism,Animal Magnetism,V12,4,Chris Sharma,1999,powerful,sit-start,,,Start as for Golden Boy| but climb directly up the prow using hideous pinches. Made famous in the original Big Up bouldering movie Rampage| which followed Chris Sharma and Obie Carrion during an early exploration of the Squamish bouldering scene. This problem was the climax send that closed out the film.
Squamish,The Press,Grand Wall,Animal Magnetism,Animal Magnetism,V13,2,Tim Doyle,2007,powerful,sit-start,,,Start up The Proposal| but climb into the finish of Master Plan. This variation avoids the right-hand arête holds on The Proposal.
Squamish,Proposal Extension,Grand Wall,Animal Magnetism,Animal Magnetism,V13,2,Tim Doyle,2007,sit-start,,,,(aka Hypertension Extension) Climb The Proposal to the good hold near the top| reach into Master Plan and reverse it to the intersection with Golden Boy. Finish on Tension Extension. An odd but very hard link. 
Squamish,Lame Arête,Grand Wall,Animal Magnetism,Animal Magnetism,V2,1,Tyrone Brett,1996,sit-start,,,,Start seated under the arête with a right pocket and left edge. Finish by stepping off right.
Squamish,Black Bear Slab,Grand Wall,Animal Magnetism,Jack's Baby,V2,2,Ian Anderson & Ross McKinney,2014,slabby,,,,A technical| dimpled slab leads up and left to a crescentshaped seam feature and a juggy topout. Ian and Ross got chased by a black bear in the Grand Wall boulders| which inspired the name.
Squamish,Snake,Grand Wall,Animal Magnetism,Jack's Baby,V1,3,Mike Chapman,2001,slabby,,,,Up the dimpled slab on the right. An excellent novice problem. Focus on your footwork!
Squamish,Jack's Baby,Grand Wall,Animal Magnetism,Jack's Baby,V5,4,Mike Orr & Jack Fieldhouse,1999,slopey,,,,Traverse right starting with a left undercling and a right lip hold. The movement is predominantly lateral| but it's a ton of fun and a great exercise in combining slopers and tricky heel-hooks.
Squamish,Monkey Launch,Grand Wall,Animal Magnetism,Jack's Baby,V5,3,Tim Doyle,1997,crimpy,,,,Start matched on a sloping shelf just under the arête finish of Jack’s Baby. Climb straight up to a shared topout with that problem. A tad sharp...
Squamish,The Bone Man,Grand Wall,Animal Magnetism,The Bone Man,V3,2,Trent Hoover,2001,,,,,Start on a long| positive edge at chest height. Crimp upward on sharp holds.
Squamish,The Coffin,Grand Wall,Animal Magnetism,The Coffin,V0+,3,Israel Cruces,2000,sit-start,,,,Look for a low block shaped like a coffin opposite Jack’s Baby. Start lying down using the east rail. Move back| reach under the boulder to the other side| climb through the slot and exit out back. Lots of fun!
Squamish,Appendectomy,Grand Wall,Animal Magnetism,Jack's Baby,V1,1,Jack Fieldhouse,2001,,,,,Start with a right arête hold and a left sidepull on the slab. Climb the left-leaning prow.
Squamish,Systematic Discrimination,Grand Wall,Animal Magnetism,Systematic Discrimination,V4,0,Mike Lauren,1999,,,,,At the tunnel entrance| reach to a rail.
Squamish,The Broom,Grand Wall,Animal Magnetism,The Broom,V10,4,Andrew Boyd,2008,technical,dangerous,,,This wickedly technical face climb follows a line just left of the sharp arête from a standing start. It is of very high quality| but the landing is exposed so bring lots of pads and a good spotter.
Squamish,The Wicked Witch,Grand Wall,Animal Magnetism,The Broom,V5,0,Andrew Boyd & Jeremy Smith & Tyson Braun,2006,crimpy,sit-start,,,Start seated with edges. Climb the dyke and mantel above the tunnel.
Squamish,Unforgiven,Grand Wall,Animal Magnetism,Starfish,V1,0,Stu Worrall,1997,,,,,The arête directly above the trail.
Squamish,Deep Freeze,Grand Wall,Animal Magnetism,Deep Freeze,V1,0,Shannon Price,1999,,,,,Climb the east-facing tunnel wall starting with a low| right sidepull and a small left edge.
Squamish,The Scrambler,Grand Wall,Animal Magnetism,Starfish,V4,2,Tim Schaufele,2009,,,,,Start crouching with a curved| sloping edge for your left hand and an arête pinch for your right. Struggle upward until it's possible to veer right around the arête climb the adjacent face.
Squamish,Starfish,Grand Wall,Animal Magnetism,Starfish,V4,3,,,technical,,,,Start as for The Scrambler| but climb the face left of the arête. This balancey line is named for a move.
Squamish,One Man Show,Grand Wall,Animal Magnetism,Starfish,V5,0,Stu Worrall,1997,,,,,Start below the adjacent boulder matched on a triangular feature on the lip. Crank right to a diagonal shelf and finish along the lip to the top of Starfish.
Squamish,No Probles,Grand Wall,Animal Magnetism,No Troublems,V5,1,Tyrone Brett,2002,sit-start,,,,Start seated using the corner crack. Reach to the glassy lip and then traverse right to the jug at the end of the roof on No Troublems. Finish up that problem.
Squamish,No Troublems,Grand Wall,Animal Magnetism,No Troublems,V10,5,Jean Minh Trinh-Thieu,1997,powerful,,,,This physical roof is a must-do if you like steep crimp and compression problems. Start on a low| diagonal edge rail on the prow| make a hard slap left and then sneak across the roof using lots of core tension. From a lip jug| finish up the crack above. The problem is on sale| a bargain for the grade. Your first V10?
Squamish,Mo Troublems,Grand Wall,Animal Magnetism,No Troublems,V10,4,Daniel Mills,2005,powerful,dangerous,,,Start as for No Troublems| but after the first two moves veer right into the roof and set up for a wild left-hand chuck for the high lip left of the arête. Use edges to mount the slab| same as the last moves on No Troublems. Some like this version better.
